OS03G0784300	AT1G01020|AT4G01510
OS04G0525000	AT3G19800
OS04G0108300	AT3G19810
OS02G0831200	AT3G19810
OS10G0397400	AT3G19820
OS10G0485000	AT3G19840
OS02G0433600	AT3G19860
OS02G0829400	AT3G19870
OS02G0829600	AT3G19895
OS08G0548300	AT3G19910
OS09G0535100	AT3G19910
OS10G0487400	AT3G19950
OS06G0730300	AT3G19970
OS02G0828200	AT3G19990
OS02G0828500	AT3G19990
OS03G0251425	AT3G19990
OS04G0677100	AT3G20015
OS04G0677066	AT3G20020
OS10G0489100	AT3G20020
OS04G0551800	AT3G20050
OS01G0138600	AT3G20070
OS06G0245600	AT3G20070
OS03G0587200	AT3G20150
OS04G0469000	AT3G20180
OS02G0585200	AT3G20180
OS04G0464100	AT3G20180
OS02G0584700	AT3G20180
OS02G0584800	AT3G20180
OS11G0689000	AT3G20180
OS04G0469300	AT3G20180
OS02G0585100	AT3G20180
OS02G0689700	AT3G20230
OS09G0497000	AT3G20240
OS08G0520000	AT3G20240
OS09G0497100	AT3G20250
OS08G0519800	AT3G20250
OS08G0519600	AT3G20260
OS06G0309200	AT3G20270
OS09G0482720	AT3G20270
OS04G0669300	AT3G20290
OS01G0974000	AT3G20320
OS08G0248800	AT3G20330
OS07G0516200	AT3G20390
OS01G0551100	AT3G20420|AT5G45150
OS05G0271300	AT3G20420|AT5G45150
OS01G0559200	AT3G20430
OS06G0367100	AT3G20440
OS02G0321800	AT3G20450
OS05G0272900	AT3G20450
OS06G0367500	AT3G20450
OS05G0498300	AT3G20475
OS07G0102000	AT3G20480
OS04G0625100	AT3G20490
OS03G0568900	AT3G20500
OS12G0456700	AT3G20520
OS09G0339800	AT3G20520
OS02G0588500	AT3G20520
OS04G0472300	AT3G20520
OS08G0503200	AT3G20520
OS09G0572600	AT3G20530
OS01G0789200	AT3G20530
OS05G0498900	AT3G20530
OS01G0788700	AT3G20570
OS06G0681200	AT3G20570
OS02G0162200	AT3G20570
OS06G0685100	AT3G20580|AT4G27110
OS01G0177200	AT3G20630
OS04G0631600	AT3G20640
OS08G0179400	AT3G20640
OS01G0784900	AT3G20640
OS08G0180000	AT3G20650
OS04G0631100	AT3G20660
OS07G0545400	AT3G20670
OS12G0438000	AT3G20670
OS08G0427700	AT3G20670
OS07G0545300	AT3G20670
OS05G0500400	AT3G20680
OS06G0731950	AT3G20720
OS04G0628600	AT3G20720
OS04G0628200	AT3G20730
OS08G0137250	AT3G20740
OS08G0137100	AT3G20740
OS09G0279600	AT3G20780
OS09G0280300	AT3G20790
OS04G0613400	AT3G20800
OS03G0784800	AT3G20800
OS09G0489200	AT3G20810
OS08G0508500	AT3G20810
OS08G0505900	AT3G20820|AT5G12940
OS02G0590800	AT3G20860
OS02G0196000	AT3G20870
OS08G0100200	AT3G20870
OS03G0696300	AT3G20910|AT5G12840
OS02G0435000	AT3G20920
OS02G0730800	AT3G20930
OS03G0207900	AT3G21060
OS01G0957000	AT3G21070
OS05G0388400	AT3G21070
OS09G0467100	AT3G21110
OS02G0176000	AT3G21150
OS06G0661200	AT3G21150
OS08G0517200	AT3G21180
OS02G0176700	AT3G21180
OS04G0605500	AT3G21180
OS08G0254900	AT3G21200
OS05G0196100	AT3G21250
OS03G0187100	AT3G21290
OS01G0193600	AT3G21300
OS01G0566050	AT3G21320
OS01G0566100	AT3G21320
OS06G0142600	AT3G21320
OS01G0707500	AT3G21330
OS01G0566800	AT3G21330
OS05G0541400	AT3G21330
OS06G0217500	AT3G21350
OS01G0190000	AT3G21360
OS01G0934200	AT3G21390
OS12G0540700	AT3G21400
OS01G0935400	AT3G21420
OS01G0193900	AT3G21430
OS05G0371600	AT3G21450
OS01G0935800	AT3G21450
OS07G0668200	AT3G21465|AT4G15640
OS01G0880900	AT3G21470
OS05G0147133	AT3G21480
OS05G0408900	AT3G21500|AT4G15560
OS03G0370400	AT3G21520
OS03G0360800	AT3G21530
OS07G0645500	AT3G21530
OS03G0151700	AT3G21540
OS03G0370400	AT3G21550
OS01G0686200	AT3G21560|AT4G15480|AT4G15490|AT4G15500
OS01G0686300	AT3G21560|AT4G15480|AT4G15490|AT4G15500
OS02G0188000	AT3G21560|AT4G15480|AT4G15490|AT4G15500
OS05G0552700	AT3G21560|AT4G15480|AT4G15490|AT4G15500
OS05G0400600	AT3G21580
OS01G0723100	AT3G21590|AT3G21600|AT4G15450
OS05G0548800	AT3G21610
OS01G0534900	AT3G21620|AT4G15430
OS05G0594700	AT3G21620|AT4G15430
OS09G0511000	AT3G21630
OS08G0538300	AT3G21630
OS11G0148300	AT3G21640
OS12G0145500	AT3G21640
OS04G0464500	AT3G21660|AT4G15410
OS04G0464400	AT3G21670
OS02G0580900	AT3G21670
OS03G0572900	AT3G21690
OS03G0571900	AT3G21690
OS07G0516600	AT3G21690
OS03G0571700	AT3G21690
OS03G0570800	AT3G21690
OS07G0524000	AT3G21710
OS07G0529000	AT3G21720
OS04G0628000	AT3G21740
OS02G0161200	AT3G21810
OS06G0682800	AT3G21810
OS04G0629100	AT3G21820
OS04G0629000	AT3G21865
OS04G0628900	AT3G21870
OS02G0176000	AT3G21890|AT4G15248
OS06G0661200	AT3G21890|AT4G15248
OS07G0546400	AT3G22104
OS06G0167600	AT3G22110|AT4G15165
OS06G0176000	AT3G22110|AT4G15165
OS06G0177100	AT3G22110|AT4G15165
OS04G0602600	AT3G22150
OS08G0556400	AT3G22180|AT4G15080
OS09G0563250	AT3G22180|AT4G15080
OS12G0619000	AT3G22190
OS03G0787200	AT3G22190
OS03G0648300	AT3G22190
OS02G0112900	AT3G22200
OS04G0614500	AT3G22200
OS08G0205900	AT3G22200
OS04G0614600	AT3G22200
OS03G0822900	AT3G22220|AT4G15020
OS04G0525200	AT3G22250
OS04G0525100	AT3G22250
OS02G0634100	AT3G22250
OS06G0669800	AT3G22260
OS02G0168600	AT3G22260
OS02G0294700	AT3G22270|AT4G14990
OS02G0295700	AT3G22270|AT4G14990
OS01G0769000	AT3G22270|AT4G14990
OS02G0517300	AT3G22270|AT4G14990
OS03G0784400	AT3G22290
OS12G0517200	AT3G22300
OS12G0611200	AT3G22310|AT3G22330
OS07G0143700	AT3G22310|AT3G22330
OS01G0805800	AT3G22320
OS04G0487300	AT3G22320
OS04G0600300	AT3G22360|AT3G22370|AT3G27620
OS02G0700400	AT3G22360|AT3G22370|AT3G27620
OS04G0600200	AT3G22360|AT3G22370|AT3G27620
OS02G0318100	AT3G22360|AT3G22370|AT3G27620
OS07G0571100	AT3G22380
OS03G0700400	AT3G22400
OS06G0135460	AT3G22400
OS03G0738600	AT3G22400
OS03G0699700	AT3G22400
OS03G0700700	AT3G22400
OS07G0572800	AT3G22420
OS04G0617800	AT3G22425|AT4G14910
OS03G0159200	AT3G22430
OS03G0794900	AT3G22440|AT4G14900
OS07G0173200	AT3G22440|AT4G14900
OS10G0484400	AT3G22450
OS03G0747800	AT3G22460|AT4G14880
OS12G0625000	AT3G22460|AT4G14880
OS11G0568500	AT3G22480
OS12G0485800	AT3G22480
OS03G0747400	AT3G22490|AT3G22500
OS08G0508600	AT3G22510
OS03G0747200	AT3G22520|AT4G14840
OS07G0173100	AT3G22530|AT4G14830
OS03G0159900	AT3G22530|AT4G14830
OS03G0746900	AT3G22540|AT4G14819
OS05G0509800	AT3G22540|AT4G14819
OS10G0422800	AT3G22540|AT4G14819
OS03G0665700	AT3G22540|AT4G14819
OS03G0160300	AT3G22540|AT4G14819
OS03G0794400	AT3G22560
OS03G0664800	AT3G22560
OS04G0259100	AT3G22560
OS03G0794300	AT3G22560
OS03G0665000	AT3G22560
OS01G0358800	AT3G22560
OS03G0794200	AT3G22560
OS03G0664700	AT3G22590
OS03G0794000	AT3G22600|AT4G14815
OS07G0175000	AT3G22600|AT4G14815
OS07G0175600	AT3G22600|AT4G14815
OS07G0174900	AT3G22600|AT4G14815
OS03G0793800	AT3G22600|AT4G14815
OS07G0174400	AT3G22600|AT4G14815
OS07G0175500	AT3G22620
OS03G0695600	AT3G22630|AT4G14800
OS03G0663800	AT3G22640
OS03G0793700	AT3G22640
OS07G0475800	AT3G22660
OS03G0746400	AT3G22670
OS10G0422200	AT3G22740
OS01G0772900	AT3G22740
OS12G0607000	AT3G22740
OS12G0605900	AT3G22750|AT4G14780
OS03G0638800	AT3G22750|AT4G14780
OS07G0176200	AT3G22760|AT3G22780|AT4G14770
OS12G0605500	AT3G22760|AT3G22780|AT4G14770
OS03G0638300	AT3G22760|AT3G22780|AT4G14770
OS12G0605300	AT3G22760|AT3G22780|AT4G14770
OS05G0509400	AT3G22760|AT3G22780|AT4G14770
OS03G0161100	AT3G22790|AT4G14760
OS03G0103950	AT3G22790|AT4G14760
OS10G0422000	AT3G22790|AT4G14760
OS12G0605100	AT3G22790|AT4G14760
OS12G0605200	AT3G22790|AT4G14760
OS10G0422075	AT3G22790|AT4G14760
OS03G0637900	AT3G22790|AT4G14760
OS07G0176500	AT3G22800
OS03G0795300	AT3G22800
OS03G0637600	AT3G22800
OS12G0604200	AT3G22810|AT4G14740
OS03G0635800	AT3G22810|AT4G14740
OS11G0581700	AT3G22820
OS03G0161600	AT3G22820
OS07G0178600	AT3G22830|AT5G43840
OS03G0795900	AT3G22830|AT5G43840
OS10G0419300	AT3G22830|AT5G43840
OS07G0178800	AT3G22840|AT4G14690
OS01G0246400	AT3G22840|AT4G14690
OS07G0178700	AT3G22840|AT4G14690
OS03G0744800	AT3G22845
OS03G0744600	AT3G22850
OS07G0124500	AT3G22860|AT3G56150
OS11G0146800	AT3G22880
OS12G0143800	AT3G22880
OS03G0743900	AT3G22890|AT4G14680|AT5G43780
OS05G0224700	AT3G22900|AT4G14660
OS05G0157100	AT3G22900|AT4G14660
OS10G0418100	AT3G22910
OS02G0121300	AT3G22920
OS03G0743500	AT3G22930|AT4G14640
OS11G0586200	AT3G22930|AT4G14640
OS12G0603800	AT3G22930|AT4G14640
OS11G0586900	AT3G22950
OS07G0181000	AT3G22960
OS10G0417800	AT3G22970|AT4G14620
OS03G0162500	AT3G22970|AT4G14620
OS03G0796600	AT3G22970|AT4G14620
OS03G0650700	AT3G22980
OS02G0543300	AT3G22980
OS07G0609766	AT3G22990
OS12G0603700	AT3G23000|AT4G14580
OS03G0634400	AT3G23000|AT4G14580
OS03G0162900	AT3G23020
OS03G0742900	AT3G23050|AT4G14550
OS12G0601300	AT3G23050|AT4G14550
OS11G0592400	AT3G23070|AT4G14510
OS07G0185200	AT3G23080|AT4G14500
OS03G0799100	AT3G23090
OS07G0185432	AT3G23090
OS04G0169500	AT3G23160
OS10G0445500	AT3G23175|AT4G14420
OS04G0181100	AT3G23175|AT4G14420
OS03G0149200	AT3G23175|AT4G14420
OS05G0455400	AT3G23210|AT4G14410
OS02G0624300	AT3G23250
OS02G0579300	AT3G23250
OS10G0466100	AT3G23255
OS01G0700200	AT3G23270|AT4G14368
OS05G0545200	AT3G23270|AT4G14368
OS07G0446100	AT3G23280|AT4G14365
OS02G0623400	AT3G23290
OS04G0516200	AT3G23290
OS10G0478000	AT3G23290
OS02G0811000	AT3G23290
OS10G0476100	AT3G23310|AT4G14350
OS08G0444100	AT3G23325|AT4G14342
OS08G0278966	AT3G23325|AT4G14342
OS07G0578800	AT3G23330
OS08G0567100	AT3G23350
OS07G0450000	AT3G23390|AT4G14320
OS07G0523100	AT3G23390|AT4G14320
OS07G0523300	AT3G23390|AT4G14320
OS07G0523150	AT3G23390|AT4G14320
OS07G0523700	AT3G23390|AT4G14320
OS07G0523500	AT3G23390|AT4G14320
OS05G0228900	AT3G23400
OS05G0304200	AT3G23400
OS11G0595200	AT3G23400
OS02G0621800	AT3G23410
OS10G0475100	AT3G23410
OS10G0474800	AT3G23410
OS10G0474100	AT3G23410
OS10G0474900	AT3G23410
OS02G0809800	AT3G23430
OS04G0512500	AT3G23440
OS10G0472501	AT3G23440
OS02G0621600	AT3G23440
OS07G0474600	AT3G23460|AT3G23470|AT3G23480|AT3G23510|AT3G23530
OS12G0267200	AT3G23460|AT3G23470|AT3G23480|AT3G23510|AT3G23530
OS10G0471300	AT3G23490
OS03G0359000	AT3G23540|AT4G14290
OS07G0502200	AT3G23550|AT3G23560
OS07G0108200	AT3G23550|AT3G23560
OS08G0238200	AT3G23570|AT3G23600
OS08G0238500	AT3G23570|AT3G23600
OS11G0275200	AT3G23570|AT3G23600
OS11G0275500	AT3G23570|AT3G23600
OS05G0399100	AT3G23570|AT3G23600
OS08G0239300	AT3G23570|AT3G23600
OS05G0400200	AT3G23570|AT3G23600
OS05G0400100	AT3G23570|AT3G23600
OS11G0275000	AT3G23570|AT3G23600
OS05G0399200	AT3G23570|AT3G23600
OS07G0681500	AT3G23590
OS07G0211200	AT3G23590
OS05G0312000	AT3G23590
OS07G0211101	AT3G23590
OS01G0390900	AT3G23610
OS05G0506900	AT3G23620
OS01G0513800	AT3G23620
OS03G0358900	AT3G23630|AT5G19040
OS03G0356900	AT3G23630|AT5G19040
OS03G0810100	AT3G23630|AT5G19040
OS05G0311801	AT3G23630|AT5G19040
OS07G0211700	AT3G23630|AT5G19040
OS07G0421300	AT3G23640
OS07G0420700	AT3G23640
OS02G0489800	AT3G23670|AT4G14150
OS04G0350300	AT3G23670|AT4G14150
OS01G0915600	AT3G23690
OS04G0350700	AT3G23690
OS08G0524800	AT3G23690
OS09G0501600	AT3G23690
OS03G0844900	AT3G23700
OS07G0290800	AT3G23710
OS06G0696400	AT3G23730|AT4G14130
OS06G0697000	AT3G23730|AT4G14130
OS01G0101800	AT3G23740
OS05G0154300	AT3G23750
OS11G0448000	AT3G23750
OS07G0189700	AT3G23760|AT4G14100
OS03G0850800	AT3G23760|AT4G14100
OS07G0189800	AT3G23760|AT4G14100
OS07G0475000	AT3G23760|AT4G14100
OS08G0102800	AT3G23760|AT4G14100
OS09G0502200	AT3G23770|AT4G14080
OS08G0525800	AT3G23770|AT4G14080
OS03G0845600	AT3G23770|AT4G14080
OS03G0845500	AT3G23790|AT4G14070
OS01G0916400	AT3G23800|AT4G14030|AT4G14040
OS11G0456000	AT3G23805|AT4G13950
OS11G0455500	AT3G23810
OS08G0526100	AT3G23820
OS09G0504000	AT3G23820
OS01G0916600	AT3G23830|AT4G13850
OS04G0611200	AT3G23840|AT4G13840
OS04G0373000	AT3G23870|AT4G13800
OS02G0498300	AT3G23870|AT4G13800
OS02G0699700	AT3G23890
OS01G0234200	AT3G23890
OS01G0101600	AT3G23900
OS04G0379800	AT3G23910|AT3G24255
OS03G0141200	AT3G23920
OS10G0465700	AT3G23920
OS08G0559600	AT3G23940
OS01G0911800	AT3G23980
OS10G0444500	AT3G24000
OS03G0143600	AT3G24010
OS03G0143900	AT3G24020|AT4G13580
OS01G0363600	AT3G24030
OS05G0490000	AT3G24080
OS12G0131100	AT3G24090
OS11G0133700	AT3G24090
OS12G0131150	AT3G24090
OS05G0407100	AT3G24100|AT4G13615
OS01G0332700	AT3G24100|AT4G13615
OS11G0425600	AT3G24100|AT4G13615
OS05G0147300	AT3G24110
OS08G0346400	AT3G24120|AT4G13640
OS09G0299000	AT3G24120|AT4G13640
OS07G0655600	AT3G24130|AT5G18990
OS05G0586300	AT3G24140
OS08G0567000	AT3G24160
OS02G0813500	AT3G24170
OS07G0444000	AT3G24180
OS10G0473400	AT3G24180
OS02G0816600	AT3G24190
OS03G0839100	AT3G24200
OS04G0131800	AT3G24220
OS04G0132500	AT3G24240
OS02G0620600	AT3G24290|AT3G24300|AT4G13510
OS04G0509600	AT3G24290|AT3G24300|AT4G13510
OS02G0620500	AT3G24290|AT3G24300|AT4G13510
OS02G0658900	AT3G24315
OS04G0507000	AT3G24320
OS01G0179200	AT3G24350
OS06G0594100	AT3G24360|AT4G13360
OS05G0590300	AT3G24420
OS01G0595600	AT3G24420
OS05G0179900	AT3G24420
OS05G0145400	AT3G24440
OS12G0533500	AT3G24440
OS01G0595201	AT3G24450
OS01G0719600	AT3G24450
OS05G0534500	AT3G24450
OS01G0179800	AT3G24460|AT4G13345
OS01G0718900	AT3G24490
OS01G0180600	AT3G24495
OS06G0592500	AT3G24500
OS01G0591000	AT3G24503
OS01G0591300	AT3G24503
OS01G0605300	AT3G24515
OS01G0625300	AT3G24520
OS02G0232000	AT3G24520
OS01G0733200	AT3G24520
OS02G0266300	AT3G24530
OS09G0314800	AT3G24540|AT3G24550
OS01G0750600	AT3G24540|AT3G24550
OS01G0227200	AT3G24540|AT3G24550
OS05G0218400	AT3G24540|AT3G24550
OS03G0269300	AT3G24540|AT3G24550
OS05G0516400	AT3G24540|AT3G24550
OS02G0266500	AT3G24560
OS01G0228300	AT3G24570
OS02G0267000	AT3G24590
OS06G0163300	AT3G24600
OS01G0228500	AT3G24600
OS05G0560100	AT3G24620|AT4G13240|AT5G19560
OS02G0272300	AT3G24620|AT4G13240|AT5G19560
OS01G0760300	AT3G24620|AT4G13240|AT5G19560
OS01G0675000	AT3G24620|AT4G13240|AT5G19560
OS01G0228800	AT3G24630
OS01G0911700	AT3G24650
OS08G0564700	AT3G24660
OS03G0688200	AT3G24690
OS12G0594300	AT3G24715
OS11G0297900	AT3G24730
OS07G0419800	AT3G24740
OS09G0499500	AT3G24780|AT5G13210
OS09G0499400	AT3G24780|AT5G13210
OS06G0652100	AT3G24780|AT5G13210
OS02G0179600	AT3G24780|AT5G13210
OS12G0141800	AT3G24780|AT5G13210
OS02G0621500	AT3G24800
OS03G0137800	AT3G24810|AT5G48820
OS10G0471700	AT3G24810|AT5G48820
OS08G0341700	AT3G24840
OS08G0484700	AT3G24860
OS05G0593550	AT3G24870|AT3G24880
OS08G0177300	AT3G24870|AT3G24880
OS05G0593300	AT3G24870|AT3G24880
OS03G0165800	AT3G24890
OS01G0917900	AT3G25030|AT4G13100
OS09G0505000	AT3G25030|AT4G13100
OS04G0376700	AT3G25040
OS06G0237400	AT3G25050|AT4G13080|AT4G13090
OS10G0540100	AT3G25060
OS04G0379600	AT3G25070
OS03G0848600	AT3G25070
OS02G0504700	AT3G25070
OS12G0124700	AT3G25100
OS11G0128400	AT3G25100
OS09G0505300	AT3G25110|AT4G13050
OS04G0376100	AT3G25120
OS11G0458100	AT3G25130
OS02G0498700	AT3G25140
OS02G0497700	AT3G25150
OS04G0372800	AT3G25150
OS11G0161900	AT3G25190
OS04G0686800	AT3G25190
OS06G0184866	AT3G25210
OS01G0915800	AT3G25220
OS09G0501850	AT3G25220
OS08G0525600	AT3G25230|AT5G48570
OS02G0603000	AT3G25250|AT4G13000
OS04G0488700	AT3G25250|AT4G13000
OS04G0515400	AT3G25400
OS02G0475400	AT3G25410
OS08G0440200	AT3G25430
OS04G0492900	AT3G25440
OS11G0247400	AT3G25470
OS01G0889800	AT3G25480
OS01G0896800	AT3G25520|AT5G39740
OS01G0896700	AT3G25520|AT5G39740
OS02G0562700	AT3G25530
OS01G0219000	AT3G25545
OS06G0274500	AT3G25560
OS02G0728500	AT3G25560
OS06G0274300	AT3G25560
OS01G0604500	AT3G25600
OS05G0577500	AT3G25600
OS05G0577100	AT3G25640
OS02G0709600	AT3G25640
OS01G0642600	AT3G25640
OS04G0643200	AT3G25660
OS06G0499000	AT3G25680
OS11G0105750	AT3G25690
OS12G0105300	AT3G25690
OS03G0260600	AT3G25710
OS08G0432800	AT3G25710
OS09G0410700	AT3G25710
OS04G0462300	AT3G25805
OS09G0408550	AT3G25855
OS08G0431300	AT3G25860
OS09G0408600	AT3G25860
OS03G0221200	AT3G25900
OS01G0612600	AT3G25910
OS03G0219900	AT3G25920
OS03G0711700	AT3G25940
OS05G0302600	AT3G25950
OS12G0242800	AT3G25950
OS08G0375800	AT3G25970
OS04G0486500	AT3G25980
OS04G0485800	AT3G26000
OS03G0844500	AT3G26030
OS08G0122000	AT3G26030
OS07G0274800	AT3G26030
OS04G0485100	AT3G26030
OS06G0196300	AT3G26060
OS03G0704100	AT3G26070|AT3G26080
OS05G0295200	AT3G26085
OS02G0597000	AT3G26100
OS12G0284000	AT3G26100
OS01G0695600	AT3G26115
OS04G0480900	AT3G26130
OS04G0481200	AT3G26130
OS04G0481000	AT3G26130
OS02G0596200	AT3G26130
OS03G0694700	AT3G26360
OS02G0158800	AT3G26370
OS06G0687400	AT3G26370
OS01G0518500	AT3G26380
OS02G0556400	AT3G26410
OS03G0836200	AT3G26420
OS04G0477000	AT3G26490
OS04G0436800	AT3G26540
OS06G0343100	AT3G26560
OS02G0301500	AT3G26560
OS02G0593500	AT3G26570
OS03G0428800	AT3G26580
OS01G0549000	AT3G26610
OS02G0518100	AT3G26670
OS04G0401800	AT3G26680
OS01G0929200	AT3G26700
OS11G0526200	AT3G26710
OS02G0516600	AT3G26730
OS01G0102900	AT3G26740
OS02G0130900	AT3G26750
OS11G0523110	AT3G26760|AT3G26770
OS07G0299800	AT3G26782
OS01G0713600	AT3G26790
OS03G0214900	AT3G26850
OS08G0536100	AT3G26890|AT5G41110
OS09G0509400	AT3G26890|AT5G41110
OS01G0102600	AT3G26900
OS04G0394700	AT3G26910|AT5G41100
OS09G0509300	AT3G26910|AT5G41100
OS02G0515200	AT3G26910|AT5G41100
OS05G0150400	AT3G26932|AT5G41070
OS08G0535400	AT3G26935|AT5G41060
OS09G0508300	AT3G26935|AT5G41060
OS01G0925300	AT3G26935|AT5G41060
OS03G0283900	AT3G26940
OS11G0507400	AT3G26950
OS09G0508200	AT3G26960|AT5G41050
OS12G0472800	AT3G26960|AT5G41050
OS04G0393300	AT3G26980
OS01G0925000	AT3G26990
OS08G0369300	AT3G27000
OS01G0924400	AT3G27010
OS08G0280300	AT3G27020|AT5G41000
OS02G0116300	AT3G27020|AT5G41000
OS02G0116400	AT3G27020|AT5G41000
OS01G0829900	AT3G27020|AT5G41000
OS07G0298400	AT3G27027|AT5G40980
OS01G0923200	AT3G27027|AT5G40980
OS11G0488600	AT3G27050
OS06G0257450	AT3G27060
OS06G0127900	AT3G27060
OS01G0921600	AT3G27070|AT3G27080|AT5G40930
OS05G0498700	AT3G27090
OS01G0920200	AT3G27100
OS01G0970700	AT3G27110
OS08G0121400	AT3G27160
OS08G0121800	AT3G27160
OS02G0189000	AT3G27160
OS12G0438600	AT3G27170|AT5G40890
OS01G0920300	AT3G27180
OS08G0530000	AT3G27190|AT5G40870
OS09G0505800	AT3G27190|AT5G40870
OS01G0920100	AT3G27210|AT5G40860
OS04G0380200	AT3G27210|AT5G40860
OS08G0128000	AT3G27220
OS04G0487100	AT3G27220
OS06G0138600	AT3G27230|AT5G40830
OS01G0935700	AT3G27240|AT5G40810
OS05G0301700	AT3G27240|AT5G40810
OS12G0242500	AT3G27250|AT5G40800
OS02G0601800	AT3G27260|AT5G63320
OS05G0302600	AT3G27270
OS12G0242800	AT3G27270
OS04G0462900	AT3G27280|AT5G40770
OS02G0580500	AT3G27280|AT5G40770
OS04G0485800	AT3G27290
OS02G0600400	AT3G27300|AT5G40760
OS04G0485300	AT3G27300|AT5G40760
OS04G0485200	AT3G27310
OS01G0902300	AT3G27320
OS12G0256000	AT3G27320
OS09G0266400	AT3G27325
OS08G0121900	AT3G27330|AT5G40720
OS02G0197800	AT3G27340
OS01G0904300	AT3G27340
OS12G0273700	AT3G27350|AT5G40700
OS06G0160100	AT3G27360
OS08G0120000	AT3G27380|AT5G40650
OS02G0597800	AT3G27390|AT5G40640
OS04G0483200	AT3G27390|AT5G40640
OS05G0187000	AT3G27430|AT5G40580
OS12G0290600	AT3G27460|AT5G40550
OS05G0108100	AT3G27470
OS02G0297600	AT3G27470
OS01G0971200	AT3G27470
OS02G0595300	AT3G27520
OS12G0538900	AT3G27530
OS09G0135100	AT3G27530
OS05G0145300	AT3G27550
OS02G0594100	AT3G27560|AT5G40540
OS02G0725100	AT3G27570|AT5G40510
OS03G0699100	AT3G27640
OS01G0169400	AT3G27650
OS01G0169500	AT3G27670
OS04G0394300	AT3G27700
OS03G0233500	AT3G27710|AT3G27720
OS02G0617500	AT3G27730
OS02G0708100	AT3G27740
OS04G0475500	AT3G27750
OS02G0130600	AT3G27770
OS01G0171800	AT3G27770
OS01G0855400	AT3G27785
OS01G0637800	AT3G27810|AT5G40350
OS02G0707000	AT3G27820
OS02G0707100	AT3G27820
OS01G0662300	AT3G27830|AT3G27840|AT3G27850
OS05G0568300	AT3G27830|AT3G27840|AT3G27850
OS08G0379200	AT3G27870
OS05G0578100	AT3G27880
OS05G0568800	AT3G27880
OS05G0568600	AT3G27880
OS01G0639600	AT3G27880
OS01G0954000	AT3G27890
OS01G0953600	AT3G27890
OS05G0568900	AT3G27925
OS05G0577900	AT3G27930
OS05G0577800	AT3G27930
OS02G0708400	AT3G27960
OS02G0709000	AT3G27970|AT5G40310
OS01G0605700	AT3G28007
OS12G0178500	AT3G28007
OS09G0256650	AT3G28007
OS09G0254600	AT3G28007
OS09G0258700	AT3G28007
OS05G0588500	AT3G28007
OS01G0606000	AT3G28007
OS09G0256600	AT3G28007
OS11G0514100	AT3G28020
OS12G0477700	AT3G28020
OS03G0205400	AT3G28030
OS01G0957100	AT3G28040
OS09G0375400	AT3G28140|AT5G40190
OS06G0234400	AT3G28150
OS06G0234600	AT3G28150
OS06G0234300	AT3G28150
OS08G0253800	AT3G28180
OS09G0385700	AT3G28210
OS02G0739400	AT3G28340
OS06G0247000	AT3G28340
OS02G0190000	AT3G28345|AT3G28360|AT3G28380|AT3G28390|AT3G28415
OS02G0190300	AT3G28345|AT3G28360|AT3G28380|AT3G28390|AT3G28415
OS06G0235900	AT3G28370
OS06G0244200	AT3G28370
OS04G0298600	AT3G28430
OS05G0399800	AT3G28450
OS04G0487200	AT3G28450
OS03G0736400	AT3G28460
OS10G0413500	AT3G28480|AT3G28490
OS12G0468000	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0471100	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0467700	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0472300	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS01G0297200	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS03G0802600	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS07G0192700	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0470700	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0639400	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS07G0192000	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0431100	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS07G0192800	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0639200	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0639500	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS03G0802500	AT3G28510|AT3G28520|AT3G28540|AT3G28580|AT5G40010
OS12G0468000	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS12G0471100	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS12G0467700	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS12G0472300	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS01G0297200	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS03G0802600	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS07G0192700	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS12G0470700	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS12G0639400	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS07G0192000	AT3G28570|AT3G28600|AT3G28610|AT5G40000
OS12G0431100	AT3G28570|AT3G28600|AT3G28610|AT5G40000
