Solyc11g008790.1	AT1G01020|AT4G01510
Solyc06g019170.2	AT2G39800|AT3G55610
Solyc08g043170.2	AT2G39800|AT3G55610
Solyc05g052930.2	AT2G39805
Solyc08g078320.2	AT2G39810
Solyc12g010210.1	AT2G39820
Solyc02g082360.2	AT2G39820
Solyc05g052910.2	AT2G39830
Solyc03g079910.2	AT2G39830
Solyc06g030490.2	AT2G39840
Solyc05g052880.2	AT2G39855|AT3G55646
Solyc05g052890.2	AT2G39855|AT3G55646
Solyc05g052850.2	AT2G39880|AT3G09230|AT3G55730
Solyc09g011780.2	AT2G39880|AT3G09230|AT3G55730
Solyc05g052780.2	AT2G39900|AT3G55770
Solyc06g009690.1	AT2G39910
Solyc07g014590.2	AT2G39930
Solyc05g052620.2	AT2G39940
Solyc05g052630.2	AT2G39950
Solyc04g072110.2	AT2G39960|AT4G04200
Solyc05g052640.2	AT2G39970
Solyc05g052670.1	AT2G39980
Solyc05g052680.1	AT2G39980
Solyc05g052690.2	AT2G39990
Solyc11g013440.1	AT2G39990
Solyc06g076870.2	AT2G40010|AT3G09200|AT3G11250
Solyc09g091520.1	AT2G40010|AT3G09200|AT3G11250
Solyc01g096390.2	AT2G40030
Solyc06g051660.1	AT2G40080
Solyc06g051680.1	AT2G40080
Solyc06g051730.2	AT2G40090
Solyc05g052750.2	AT2G40095|AT3G55880
Solyc09g014520.2	AT2G40100
Solyc03g096130.1	AT2G40110
Solyc03g096120.1	AT2G40110
Solyc03g096110.1	AT2G40110
Solyc03g096260.1	AT2G40110
Solyc03g096140.1	AT2G40110
Solyc03g096080.2	AT2G40110
Solyc03g096160.1	AT2G40110
Solyc03g096150.1	AT2G40110
Solyc03g096100.1	AT2G40110
Solyc03g096250.2	AT2G40110
Solyc11g012170.1	AT2G40113|AT4G17215|AT5G47635
Solyc06g051630.2	AT2G40116
Solyc03g096070.2	AT2G40116
Solyc06g051510.2	AT2G40120
Solyc06g051460.2	AT2G40130
Solyc06g082010.2	AT2G40140|AT3G55980
Solyc03g096030.2	AT2G40150|AT3G55990
Solyc06g051350.2	AT2G40150|AT3G55990
Solyc05g052540.1	AT2G40150|AT3G55990
Solyc06g048840.2	AT2G40170
Solyc05g052520.2	AT2G40180
Solyc10g076800.1	AT2G40190
Solyc06g051260.2	AT2G40200
Solyc03g095980.2	AT2G40200
Solyc06g051130.1	AT2G40230
Solyc03g095960.1	AT2G40240|AT3G56030
Solyc06g051060.2	AT2G40260
Solyc06g051030.2	AT2G40270|AT3G56050
Solyc05g052500.2	AT2G40280|AT3G56080
Solyc06g051000.2	AT2G40280|AT3G56080
Solyc03g095840.2	AT2G40290|AT5G05470
Solyc05g052460.2	AT2G40316
Solyc05g052440.1	AT2G40320
Solyc05g052450.2	AT2G40320
Solyc05g052430.1	AT2G40320
Solyc06g050920.2	AT2G40320
Solyc03g095810.2	AT2G40320
Solyc05g052410.1	AT2G40340|AT2G40350
Solyc06g050520.1	AT2G40340|AT2G40350
Solyc01g103740.2	AT2G40360
Solyc01g103720.2	AT2G40360
Solyc05g052340.2	AT2G40370|AT5G05390
Solyc05g052390.2	AT2G40370|AT5G05390
Solyc05g052400.2	AT2G40370|AT5G05390
Solyc06g050530.2	AT2G40370|AT5G05390
Solyc06g048860.1	AT2G40370|AT5G05390
Solyc10g018120.1	AT2G40390|AT5G64190
Solyc06g050620.2	AT2G40400|AT3G56140
Solyc06g050720.2	AT2G40410|AT3G56170
Solyc05g052300.2	AT2G40420|AT3G56200
Solyc06g050800.2	AT2G40420|AT3G56200
Solyc02g068420.2	AT2G40430
Solyc06g050820.1	AT2G40430
Solyc06g050840.2	AT2G40435|AT3G56220
Solyc06g050900.2	AT2G40460
Solyc06g050430.2	AT2G40470
Solyc06g050350.2	AT2G40480|AT3G56270
Solyc06g048730.2	AT2G40490
Solyc04g008810.2	AT2G40510|AT2G40590|AT3G56340
Solyc06g007470.2	AT2G40510|AT2G40590|AT3G56340
Solyc06g050170.2	AT2G40540
Solyc06g050180.1	AT2G40550
Solyc06g050200.1	AT2G40550
Solyc12g008450.1	AT2G40570
Solyc05g052260.2	AT2G40600
Solyc09g018020.2	AT2G40610|AT5G05290
Solyc05g052250.2	AT2G40610|AT5G05290
Solyc06g049050.2	AT2G40610|AT5G05290
Solyc06g049040.2	AT2G40620
Solyc06g048630.2	AT2G40620
Solyc06g048970.2	AT2G40630|AT5G05240
Solyc01g100060.2	AT2G40650
Solyc06g048610.2	AT2G40660
Solyc06g048930.2	AT2G40670|AT3G56380
Solyc06g048600.2	AT2G40670|AT3G56380
Solyc06g048920.2	AT2G40690
Solyc07g042270.2	AT2G40700
Solyc03g043930.2	AT2G40710|AT4G37680|AT4G38290|AT4G38320
Solyc02g092230.2	AT2G40710|AT4G37680|AT4G38290|AT4G38320
Solyc06g048900.1	AT2G40720
Solyc06g048890.2	AT2G40730
Solyc05g052200.2	AT2G40730
Solyc06g048870.1	AT2G40740
Solyc03g095760.2	AT2G40760
Solyc07g064540.1	AT2G40770
Solyc12g043070.1	AT2G40770
Solyc05g052180.2	AT2G40780
Solyc03g095500.2	AT2G40790|AT3G56420
Solyc03g095470.2	AT2G40800|AT3G56430
Solyc06g048510.2	AT2G40810|AT3G56440
Solyc03g095300.2	AT2G40815
Solyc10g078340.1	AT2G40820|AT3G56480
Solyc08g075910.1	AT2G40830|AT3G10815|AT3G56580
Solyc02g020980.2	AT2G40840
Solyc10g078170.1	AT2G40850|AT3G56600
Solyc01g056690.2	AT2G40860
Solyc03g097270.2	AT2G40880|AT3G12490|AT5G05110
Solyc01g096670.2	AT2G40890
Solyc09g019970.2	AT2G40930
Solyc10g081410.1	AT2G40935
Solyc09g075440.2	AT2G40940
Solyc04g056460.1	AT2G40950|AT3G10800|AT3G56660
Solyc04g056490.1	AT2G40950|AT3G10800|AT3G56660
Solyc10g078290.1	AT2G40950|AT3G10800|AT3G56660
Solyc03g013450.1	AT2G40950|AT3G10800|AT3G56660
Solyc04g051060.1	AT2G40950|AT3G10800|AT3G56660
Solyc10g078300.1	AT2G40960|AT3G10770|AT3G56680|AT5G05100
Solyc10g078310.1	AT2G40970|AT5G05090
Solyc10g080960.1	AT2G40970|AT5G05090
Solyc10g077020.1	AT2G40980
Solyc10g081140.1	AT2G40980
Solyc10g077060.1	AT2G40990|AT3G56920|AT5G05070
Solyc10g081220.1	AT2G41000
Solyc10g077130.1	AT2G41010|AT3G56880
Solyc11g005110.1	AT2G41020
Solyc07g007310.2	AT2G41040
Solyc07g007300.2	AT2G41040
Solyc01g008970.2	AT2G41060|AT3G56860
Solyc10g081350.1	AT2G41070|AT3G56850
Solyc01g008980.2	AT2G41070|AT3G56850
Solyc10g076920.1	AT2G41070|AT3G56850
Solyc07g055310.1	AT2G41080
Solyc03g044630.1	AT2G41120
Solyc10g078380.1	AT2G41130|AT3G56770
Solyc04g049100.1	AT2G41140|AT3G56760
Solyc06g008830.1	AT2G41140|AT3G56760
Solyc02g081110.1	AT2G41140|AT3G56760
Solyc10g061860.1	AT2G41140|AT3G56760
Solyc08g062990.1	AT2G41140|AT3G56760
Solyc10g078390.1	AT2G41140|AT3G56760
Solyc10g050080.1	AT2G41140|AT3G56760
Solyc10g078400.1	AT2G41150|AT3G56750
Solyc10g080810.1	AT2G41160|AT3G56740
Solyc10g078410.1	AT2G41170
Solyc03g078150.2	AT2G41190
Solyc03g058440.1	AT2G41200
Solyc10g078460.1	AT2G41210|AT3G56960
Solyc12g019880.1	AT2G41210|AT3G56960
Solyc10g080750.1	AT2G41210|AT3G56960
Solyc03g063560.2	AT2G41220|AT5G04140
Solyc10g079650.1	AT2G41240|AT3G56970|AT3G56980
Solyc10g079660.1	AT2G41240|AT3G56970|AT3G56980
Solyc10g079620.1	AT2G41250
Solyc04g039900.1	AT2G41330|AT3G57070
Solyc10g079560.1	AT2G41330|AT3G57070
Solyc04g040170.2	AT2G41340|AT3G57080
Solyc01g098320.2	AT2G41340|AT3G57080
Solyc04g040220.2	AT2G41370|AT3G57130
Solyc10g079460.1	AT2G41370|AT3G57130
Solyc10g079750.1	AT2G41370|AT3G57130
Solyc04g040180.2	AT2G41380
Solyc06g054360.1	AT2G41380
Solyc10g079420.1	AT2G41410|AT3G10190
Solyc04g018110.1	AT2G41410|AT3G10190
Solyc10g079820.1	AT2G41430
Solyc04g017690.2	AT2G41430
Solyc04g017650.2	AT2G41450
Solyc10g079210.1	AT2G41451|AT3G57200
Solyc04g016530.2	AT2G41460
Solyc01g104020.2	AT2G41475
Solyc02g064970.2	AT2G41480
Solyc04g016520.2	AT2G41490|AT3G57220
Solyc10g079870.1	AT2G41510
Solyc04g016430.2	AT2G41510
Solyc04g016410.2	AT2G41520
Solyc04g016360.2	AT2G41530
Solyc04g016330.2	AT2G41540
Solyc10g079300.1	AT2G41560|AT3G57330
Solyc04g016260.2	AT2G41560|AT3G57330
Solyc04g016250.2	AT2G41600
Solyc04g016240.2	AT2G41620|AT3G57350
Solyc10g080000.1	AT2G41630|AT3G10330|AT3G57370
Solyc10g079990.1	AT2G41630|AT3G10330|AT3G57370
Solyc10g079370.1	AT2G41630|AT3G10330|AT3G57370
Solyc10g079360.1	AT2G41630|AT3G10330|AT3G57370
Solyc10g080010.1	AT2G41640|AT3G10320|AT3G57380
Solyc04g016180.2	AT2G41640|AT3G10320|AT3G57380
Solyc10g080060.1	AT2G41660
Solyc10g080050.1	AT2G41660
Solyc04g016050.2	AT2G41670
Solyc10g080070.1	AT2G41670
Solyc04g016010.2	AT2G41680
Solyc10g080080.1	AT2G41680
Solyc04g016000.2	AT2G41690
Solyc10g079380.1	AT2G41690
Solyc04g015970.2	AT2G41700
Solyc11g013120.1	AT2G41705
Solyc02g030210.2	AT2G41710
Solyc04g015950.1	AT2G41720
Solyc09g031950.1	AT2G41740|AT3G57410
Solyc04g015830.2	AT2G41740|AT3G57410
Solyc10g080100.1	AT2G41740|AT3G57410
Solyc10g079400.1	AT2G41740|AT3G57410
Solyc00g147570.2	AT2G41740|AT3G57410
Solyc02g087600.2	AT2G41750
Solyc04g015760.2	AT2G41760
Solyc04g015740.2	AT2G41770|AT3G57420
Solyc04g015680.2	AT2G41790|AT3G57460|AT3G57470
Solyc04g015690.2	AT2G41790|AT3G57460|AT3G57470
Solyc04g015610.2	AT2G41800|AT2G41810
Solyc04g015620.2	AT2G41800|AT2G41810
Solyc04g015600.2	AT2G41820
Solyc10g079170.1	AT2G41820
Solyc04g015580.2	AT2G41830
Solyc04g015570.2	AT2G41835|AT3G57480|AT5G48205
Solyc10g080200.1	AT2G41835|AT3G57480|AT5G48205
Solyc10g080210.1	AT2G41850|AT3G57510
Solyc04g015530.1	AT2G41850|AT3G57510
Solyc10g079130.1	AT2G41860|AT3G57530
Solyc10g080230.1	AT2G41870|AT3G57540
Solyc04g015520.2	AT2G41870|AT3G57540
Solyc10g080240.1	AT2G41870|AT3G57540
Solyc03g063600.2	AT2G41880|AT3G57550
Solyc10g079140.1	AT2G41880|AT3G57550
Solyc03g063650.1	AT2G41890
Solyc10g078970.1	AT2G41940|AT3G58070|AT5G06650
Solyc10g078990.1	AT2G41940|AT3G58070|AT5G06650
Solyc01g099730.2	AT2G41945
Solyc09g065930.2	AT2G41945
Solyc03g053020.2	AT2G41950
Solyc10g079010.1	AT2G41960|AT3G58050
Solyc10g078940.1	AT2G41970
Solyc09g090210.2	AT2G41970
Solyc10g080580.1	AT2G41970
Solyc03g059080.1	AT2G41970
Solyc10g080570.1	AT2G41980|AT3G58040
Solyc11g042880.1	AT2G41990|AT4G35170
Solyc10g048180.1	AT2G42005|AT4G38250
Solyc10g017650.1	AT2G42010|AT4G00240
Solyc01g091910.2	AT2G42010|AT4G00240
Solyc10g078900.1	AT2G42030|AT3G58030
Solyc10g080530.1	AT2G42040
Solyc01g073780.2	AT2G42060
Solyc01g073840.1	AT2G42060
Solyc01g073830.1	AT2G42060
Solyc01g073800.2	AT2G42060
Solyc01g073820.2	AT2G42060
Solyc01g073810.2	AT2G42060
Solyc03g062830.2	AT2G42070
Solyc03g063350.2	AT2G42080|AT3G58020
Solyc03g120950.2	AT2G42110
Solyc03g063340.2	AT2G42120
Solyc03g062790.2	AT2G42130|AT3G58010
Solyc10g080490.1	AT2G42130|AT3G58010
Solyc07g008050.2	AT2G42160
Solyc03g063550.1	AT2G42180|AT3G57950|AT5G06790
Solyc10g080450.1	AT2G42190|AT3G57930
Solyc10g078710.1	AT2G42190|AT3G57930
Solyc10g078700.1	AT2G42200|AT3G57920
Solyc10g078690.1	AT2G42210
Solyc03g053110.2	AT2G42220
Solyc10g080440.1	AT2G42230|AT3G57890
Solyc02g093120.2	AT2G42240
Solyc10g018150.1	AT2G42250|AT5G06905
Solyc10g080400.1	AT2G42260|AT3G57860
Solyc10g079050.1	AT2G42280
Solyc03g064010.2	AT2G42290|AT3G57830
Solyc10g079070.1	AT2G42300|AT3G57800
Solyc02g085540.1	AT2G42310|AT3G57785
Solyc03g051790.2	AT2G42320|AT3G57780|AT5G06930
Solyc07g053420.2	AT2G42350|AT2G42360
Solyc07g053440.2	AT2G42370|AT3G58110
Solyc07g053450.2	AT2G42380|AT3G58120
Solyc12g010800.1	AT2G42380|AT3G58120
Solyc10g008100.2	AT2G42390
Solyc06g053720.1	AT2G42410
Solyc06g083930.1	AT2G42430
Solyc09g066260.2	AT2G42430
Solyc06g083920.2	AT2G42450
Solyc08g014330.2	AT2G42490
Solyc06g071700.1	AT2G42490
Solyc01g034020.2	AT2G42500|AT3G58500
Solyc01g073650.2	AT2G42500|AT3G58500
Solyc01g005950.2	AT2G42500|AT3G58500
Solyc03g052980.2	AT2G42520|AT3G58510|AT3G58570
Solyc07g053360.2	AT2G42560
Solyc12g010820.1	AT2G42560
Solyc10g008040.2	AT2G42560
Solyc12g010860.1	AT2G42590
Solyc07g053260.2	AT2G42590
Solyc07g055060.2	AT2G42600
Solyc10g008000.1	AT2G42610
Solyc07g055120.2	AT2G42620
Solyc12g010900.1	AT2G42620
Solyc12g013980.1	AT2G42640
Solyc02g076670.2	AT2G42660
Solyc03g006150.2	AT2G42660
Solyc10g007990.2	AT2G42670|AT3G58670
Solyc07g055150.2	AT2G42670|AT3G58670
Solyc12g014290.1	AT2G42680|AT3G58680
Solyc09g055470.1	AT2G42680|AT3G58680
Solyc10g007350.2	AT2G42680|AT3G58680
Solyc07g062400.2	AT2G42680|AT3G58680
Solyc07g055160.2	AT2G42690
Solyc12g010910.1	AT2G42690
Solyc01g011180.1	AT2G42700
Solyc12g013950.1	AT2G42700
Solyc01g011190.1	AT2G42700
Solyc12g013990.1	AT2G42710
Solyc07g055230.2	AT2G42740|AT3G58700|AT4G18730|AT5G45775
Solyc02g086240.2	AT2G42740|AT3G58700|AT4G18730|AT5G45775
Solyc10g007980.2	AT2G42740|AT3G58700|AT4G18730|AT5G45775
Solyc04g080150.1	AT2G42740|AT3G58700|AT4G18730|AT5G45775
Solyc12g010930.1	AT2G42740|AT3G58700|AT4G18730|AT5G45775
Solyc07g055260.2	AT2G42750
Solyc12g010940.1	AT2G42760
Solyc07g055270.1	AT2G42760
Solyc02g072220.1	AT2G42760
Solyc02g072210.1	AT2G42760
Solyc07g055340.2	AT2G42770
Solyc07g055830.2	AT2G42780
Solyc12g011000.1	AT2G42790|AT3G58740|AT3G58750
Solyc07g055840.2	AT2G42790|AT3G58740|AT3G58750
Solyc10g007830.1	AT2G42800
Solyc07g055860.2	AT2G42810
Solyc10g007820.2	AT2G42820
Solyc07g055920.2	AT2G42830|AT3G58780
Solyc10g007800.2	AT2G42840
Solyc12g011010.1	AT2G42840
Solyc07g055950.2	AT2G42840
Solyc07g055970.1	AT2G42850
Solyc07g056360.1	AT2G42870|AT3G58850
Solyc07g056350.2	AT2G42880
Solyc07g056340.2	AT2G42890
Solyc10g007770.2	AT2G42890
Solyc10g007750.1	AT2G42900
Solyc07g056330.2	AT2G42910
Solyc10g007760.2	AT2G42910
Solyc11g064750.1	AT2G42920
Solyc07g056300.1	AT2G42940
Solyc10g007740.2	AT2G42950
Solyc07g056270.2	AT2G42960|AT3G59110
Solyc07g056240.2	AT2G42975
Solyc07g045100.1	AT2G42980|AT3G59080
Solyc05g016310.1	AT2G42980|AT3G59080
Solyc05g043320.1	AT2G42990
Solyc05g043330.2	AT2G42990
Solyc07g049430.2	AT2G42990
Solyc05g021090.2	AT2G43000
Solyc07g045030.2	AT2G43000
Solyc07g043580.2	AT2G43010|AT3G59060
Solyc12g006370.1	AT2G43020|AT3G59050
Solyc07g043590.2	AT2G43020|AT3G59050
Solyc06g051200.2	AT2G43030
Solyc06g069080.2	AT2G43040
Solyc12g042010.1	AT2G43060
Solyc11g005200.1	AT2G43080
Solyc06g060790.1	AT2G43090|AT2G43100|AT3G58990
Solyc05g053880.2	AT2G43110
Solyc09g098180.2	AT2G43120|AT3G59220|AT3G59260
Solyc09g098160.2	AT2G43120|AT3G59220|AT3G59260
Solyc09g098110.2	AT2G43140
Solyc09g098490.2	AT2G43160|AT3G59290
Solyc12g098740.1	AT2G43160|AT3G59290
Solyc05g056270.2	AT2G43180
Solyc09g007370.2	AT2G43190
Solyc09g098550.2	AT2G43210
Solyc12g098820.1	AT2G43230|AT3G59350
Solyc09g098530.2	AT2G43235
Solyc09g098520.2	AT2G43240|AT3G59360
Solyc06g073490.1	AT2G43250
Solyc09g057880.2	AT2G43280
Solyc06g073380.2	AT2G43320
Solyc06g073420.2	AT2G43330
Solyc06g073470.2	AT2G43360
Solyc09g098390.2	AT2G43370
Solyc12g021170.1	AT2G43400
Solyc06g036600.1	AT2G43410
Solyc06g053320.2	AT2G43410
Solyc12g021130.1	AT2G43420
Solyc06g053310.2	AT2G43430
Solyc11g008510.1	AT2G43460|AT3G59540
Solyc05g055640.2	AT2G43460|AT3G59540
Solyc03g058990.1	AT2G43460|AT3G59540
Solyc06g073130.2	AT2G43465
Solyc08g013980.2	AT2G43470
Solyc08g013930.2	AT2G43480|AT5G24070
Solyc03g058470.1	AT2G43490|AT3G59570
Solyc11g045350.1	AT2G43500|AT3G59580
Solyc08g013900.2	AT2G43500|AT3G59580
Solyc06g073170.1	AT2G43540
Solyc04g015040.2	AT2G43560
Solyc04g054460.2	AT2G43630|AT3G59640
Solyc11g072320.1	AT2G43650|AT3G28230
Solyc11g072390.1	AT2G43650|AT3G28230
Solyc06g053450.2	AT2G43680|AT3G59690
Solyc08g014280.2	AT2G43680|AT3G59690
Solyc06g053480.2	AT2G43710
Solyc08g014340.2	AT2G43750|AT3G59760
Solyc06g073620.2	AT2G43760
Solyc03g059100.1	AT2G43770
Solyc08g014420.2	AT2G43790|AT3G59790
Solyc12g019460.1	AT2G43790|AT3G59790
Solyc12g019470.1	AT2G43795|AT3G59800
Solyc12g019480.1	AT2G43800
Solyc08g014430.2	AT2G43800
Solyc10g078450.1	AT2G43810|AT3G59810
Solyc08g062220.2	AT2G43820|AT2G43840
Solyc12g096740.1	AT2G43860
Solyc02g067640.2	AT2G43860
Solyc12g019220.1	AT2G43860
Solyc12g019230.1	AT2G43860
Solyc12g096750.1	AT2G43860
Solyc02g067650.1	AT2G43860
Solyc02g067630.2	AT2G43860
Solyc12g019180.1	AT2G43860
Solyc12g096730.1	AT2G43870|AT3G59850
Solyc12g019130.1	AT2G43880
Solyc08g014560.1	AT2G43880
Solyc12g019140.1	AT2G43880
Solyc08g014600.2	AT2G43910|AT2G43920|AT2G43940
Solyc08g015620.2	AT2G43945|AT3G59870
Solyc04g008520.2	AT2G43950
Solyc12g096640.1	AT2G43970
Solyc12g019000.1	AT2G43970
Solyc08g015650.2	AT2G43970
Solyc08g015630.2	AT2G43980
Solyc12g017970.1	AT2G43990
Solyc11g017050.1	AT2G44020
Solyc01g098380.2	AT2G44040|AT3G59890
Solyc12g096590.1	AT2G44050
Solyc08g015660.2	AT2G44050
Solyc08g015690.2	AT2G44060
Solyc08g075410.2	AT2G44065
Solyc02g089810.2	AT2G44070|AT5G38640
Solyc08g015780.2	AT2G44090|AT3G59910
Solyc12g017540.1	AT2G44090|AT3G59910
Solyc12g017570.1	AT2G44100|AT3G59920
Solyc08g015860.2	AT2G44100|AT3G59920
Solyc08g015870.2	AT2G44110
Solyc01g006230.2	AT2G44140|AT3G59950
Solyc12g100290.1	AT2G44150|AT3G59960
Solyc01g006220.2	AT2G44150|AT3G59960
Solyc05g055730.2	AT2G44160|AT3G59970
Solyc11g008870.1	AT2G44160|AT3G59970
Solyc03g121830.1	AT2G44175|AT5G57020
Solyc06g062810.1	AT2G44175|AT5G57020
Solyc01g006800.2	AT2G44180|AT3G59990
Solyc01g096840.2	AT2G44190|AT3G60000
Solyc02g084340.1	AT2G44200
Solyc08g075790.2	AT2G44230|AT2G44260|AT3G01870|AT3G01880
Solyc01g073660.2	AT2G44280|AT3G60070
Solyc01g073680.2	AT2G44290|AT2G44300
Solyc01g073710.2	AT2G44310
Solyc01g016410.2	AT2G44330|AT3G60080
Solyc01g073740.2	AT2G44350|AT3G60100
Solyc10g045350.1	AT2G44360
Solyc01g073890.2	AT2G44400
Solyc01g073900.2	AT2G44410
Solyc06g051230.2	AT2G44410
Solyc01g073930.2	AT2G44420
Solyc01g073950.2	AT2G44430|AT3G60110
Solyc01g073960.2	AT2G44440
Solyc10g044960.1	AT2G44440
Solyc06g009900.1	AT2G44440
Solyc10g045240.1	AT2G44480
Solyc08g044510.2	AT2G44480
Solyc10g045420.1	AT2G44500|AT3G07900
Solyc01g086640.2	AT2G44500|AT3G07900
Solyc04g007850.2	AT2G44510|AT5G03830
Solyc01g080860.2	AT2G44520
Solyc01g088350.2	AT2G44525|AT3G60150
Solyc05g052530.1	AT2G44540|AT2G44550|AT2G44560|AT2G44570
Solyc01g088390.2	AT2G44580
Solyc01g088510.2	AT2G44590|AT3G60190
Solyc10g062160.1	AT2G44590|AT3G60190
Solyc01g088530.2	AT2G44600|AT3G60200
Solyc01g088560.2	AT2G44610
Solyc01g088570.2	AT2G44620
Solyc01g088600.2	AT2G44640
Solyc01g088610.2	AT2G44650|AT3G60210
Solyc01g088650.2	AT2G44660
Solyc01g088660.2	AT2G44670
Solyc01g088780.2	AT2G44690
Solyc10g062340.1	AT2G44710
Solyc01g088800.2	AT2G44710
Solyc10g062180.1	AT2G44710
Solyc01g088820.2	AT2G44730
Solyc01g089850.2	AT2G44740
Solyc01g089960.2	AT2G44745
Solyc10g037900.1	AT2G44760
Solyc10g037890.1	AT2G44760
Solyc01g089980.2	AT2G44770|AT3G60260
Solyc10g037880.1	AT2G44790|AT3G60270|AT3G60280
Solyc01g090120.2	AT2G44790|AT3G60270|AT3G60280
Solyc01g090140.1	AT2G44800|AT3G60290
Solyc10g038170.1	AT2G44810
Solyc11g005570.1	AT2G44820
Solyc01g090240.2	AT2G44830
Solyc10g038190.1	AT2G44830
Solyc05g050790.1	AT2G44840
Solyc01g090340.2	AT2G44840
Solyc01g090310.2	AT2G44840
Solyc01g090300.2	AT2G44840
Solyc01g090370.1	AT2G44840
Solyc01g090320.2	AT2G44840
Solyc01g090380.2	AT2G44850
Solyc10g078660.1	AT2G44860
Solyc07g005550.2	AT2G44870
Solyc01g090390.1	AT2G44880
Solyc01g094130.2	AT2G44890|AT2G45510
Solyc01g094140.2	AT2G44890|AT2G45510
Solyc01g090460.2	AT2G44910|AT3G60390
Solyc06g076480.2	AT2G44920
Solyc05g050830.1	AT2G44940|AT3G60490
Solyc01g090560.2	AT2G44940|AT3G60490
Solyc11g013370.1	AT2G44950
Solyc01g090590.2	AT2G44970
Solyc01g090650.1	AT2G44980
Solyc01g090660.2	AT2G44990
Solyc01g090670.2	AT2G45000
Solyc10g018920.1	AT2G45010
Solyc10g018760.1	AT2G45040
Solyc10g018750.1	AT2G45040
Solyc01g090760.2	AT2G45050|AT3G60530
Solyc10g018560.1	AT2G45050|AT3G60530
Solyc01g090770.2	AT2G45060
Solyc01g090800.2	AT2G45080|AT3G60550
Solyc01g090890.2	AT2G45130
Solyc01g090940.2	AT2G45150|AT3G60620
Solyc01g090950.2	AT2G45160|AT3G60630|AT4G00150
Solyc08g007400.2	AT2G45170|AT3G60640|AT4G16520
Solyc08g078820.2	AT2G45170|AT3G60640|AT4G16520
Solyc06g060640.1	AT2G45180
Solyc08g078870.1	AT2G45180
Solyc08g079230.1	AT2G45180
Solyc08g078920.1	AT2G45180
Solyc08g079190.1	AT2G45180
Solyc08g079200.1	AT2G45180
Solyc08g079100.2	AT2G45190
Solyc01g091020.2	AT2G45200
Solyc01g091150.2	AT2G45200
Solyc10g018340.1	AT2G45210
Solyc01g091030.2	AT2G45210
Solyc01g091050.2	AT2G45220|AT4G00190
Solyc01g091070.2	AT2G45240
Solyc01g112180.2	AT2G45250|AT4G38280
Solyc01g091120.2	AT2G45260|AT4G33320|AT4G34080
Solyc05g050940.2	AT2G45270
Solyc05g050960.2	AT2G45280
Solyc05g050950.2	AT2G45280
Solyc10g018300.1	AT2G45290|AT3G60750
Solyc05g050970.2	AT2G45290|AT3G60750
Solyc08g006610.2	AT2G45320
Solyc01g091210.2	AT2G45330|AT5G23600
Solyc01g091230.2	AT2G45340
Solyc01g091240.2	AT2G45350
Solyc01g091270.2	AT2G45380
Solyc01g091260.2	AT2G45380
Solyc10g018140.1	AT2G45400
Solyc05g051020.2	AT2G45400
Solyc01g094070.2	AT2G45400
Solyc05g051010.2	AT2G45400
Solyc01g091400.2	AT2G45410
Solyc01g091420.1	AT2G45420
Solyc01g091470.2	AT2G45430|AT3G60870
Solyc03g044660.2	AT2G45440|AT3G60880
Solyc10g083110.1	AT2G45440|AT3G60880
Solyc08g007570.2	AT2G45450|AT3G60890
Solyc08g079690.2	AT2G45450|AT3G60890
Solyc01g091500.2	AT2G45460
Solyc01g091530.2	AT2G45470|AT3G60900
Solyc08g079800.2	AT2G45480
Solyc04g009330.2	AT2G45490
Solyc01g094150.2	AT2G45500
Solyc05g048750.2	AT2G45520
Solyc08g013710.2	AT2G45530
Solyc01g094060.2	AT2G45540|AT3G60920
Solyc01g094050.1	AT2G45540|AT3G60920
Solyc01g094020.2	AT2G45590
Solyc01g094010.2	AT2G45600
Solyc01g091410.2	AT2G45610
Solyc01g094000.2	AT2G45620
Solyc01g093990.2	AT2G45630
Solyc05g047690.2	AT2G45640
Solyc01g093960.2	AT2G45650|AT3G61120
Solyc10g017630.1	AT2G45660
Solyc01g092950.2	AT2G45660
Solyc01g091950.2	AT2G45670
Solyc08g080150.1	AT2G45680
Solyc06g074460.2	AT2G45690
Solyc01g091900.2	AT2G45690
Solyc01g091890.2	AT2G45695|AT3G61113
Solyc08g067250.2	AT2G45700
Solyc11g020350.1	AT2G45710|AT3G61110|AT3G61111|AT5G47930
Solyc11g020150.1	AT2G45710|AT3G61110|AT3G61111|AT5G47930
Solyc06g068710.2	AT2G45710|AT3G61110|AT3G61111|AT5G47930
Solyc01g008090.2	AT2G45710|AT3G61110|AT3G61111|AT5G47930
Solyc01g008080.2	AT2G45710|AT3G61110|AT3G61111|AT5G47930
Solyc11g020490.1	AT2G45710|AT3G61110|AT3G61111|AT5G47930
Solyc04g081360.2	AT2G45730
Solyc01g091690.2	AT2G45750|AT4G00750
Solyc01g091590.2	AT2G45760|AT3G61190
Solyc01g091580.2	AT2G45770
Solyc08g008670.2	AT2G45790
Solyc05g046340.1	AT2G45790
Solyc05g048760.2	AT2G45790
Solyc08g076560.1	AT2G45790
Solyc10g017530.2	AT2G45810|AT3G61240|AT4G00660
Solyc05g048850.2	AT2G45810|AT3G61240|AT4G00660
Solyc01g094350.2	AT2G45810|AT3G61240|AT4G00660
Solyc10g017540.2	AT2G45820|AT3G61260
Solyc05g048820.2	AT2G45820|AT3G61260
Solyc01g094370.2	AT2G45820|AT3G61260
Solyc05g048800.1	AT2G45830|AT3G61270
