MTR_7g089460	AT1G01020|AT4G01510
MTR_7g075090	AT2G45440|AT3G60880
MTR_8g036050	AT2G45440|AT3G60880
MTR_8g036035	AT2G45440|AT3G60880
MTR_8g036040	AT2G45440|AT3G60880
MTR_8g036020	AT2G45440|AT3G60880
MTR_7g075120	AT2G45450|AT3G60890
MTR_7g075140	AT2G45460
MTR_7g075453	AT2G45470|AT3G60900
MTR_8g035910	AT2G45480
MTR_8g035640	AT2G45480
MTR_8g035890	AT2G45490
MTR_8g040300	AT2G45490
MTR_3g088715	AT2G45490
MTR_7g075520	AT2G45500
MTR_7g075640	AT2G45520
MTR_7g075660	AT2G45540|AT3G60920
MTR_8g035750	AT2G45540|AT3G60920
MTR_8g035560	AT2G45590
MTR_8g035520	AT2G45600
MTR_8g035540	AT2G45600
MTR_8g035500	AT2G45610
MTR_8g033420	AT2G45620
MTR_8g033390	AT2G45630
MTR_7g075830	AT2G45630
MTR_8g033410	AT2G45630
MTR_8g033400	AT2G45630
MTR_8g033340	AT2G45640
MTR_7g075850	AT2G45650|AT3G61120
MTR_8g033270	AT2G45650|AT3G61120
MTR_7g075870	AT2G45660
MTR_8g033180	AT2G45670
MTR_8g033070	AT2G45680
MTR_8g033040	AT2G45690
MTR_8g032860	AT2G45695|AT3G61113
MTR_3g105470	AT2G45700
MTR_2g029270	AT2G45710|AT3G61110|AT3G61111|AT5G47930
MTR_1g111970	AT2G45710|AT3G61110|AT3G61111|AT5G47930
MTR_1g024920	AT2G45730
MTR_8g432680	AT2G45750|AT4G00750
MTR_7g076170	AT2G45750|AT4G00750
MTR_8g432490	AT2G45760|AT3G61190
MTR_8g432370	AT2G45760|AT3G61190
MTR_8g432420	AT2G45760|AT3G61190
MTR_8g432350	AT2G45760|AT3G61190
MTR_8g432470	AT2G45760|AT3G61190
MTR_8g432450	AT2G45760|AT3G61190
MTR_8g432480	AT2G45760|AT3G61190
MTR_8g432400	AT2G45760|AT3G61190
MTR_8g432390	AT2G45760|AT3G61190
MTR_8g432440	AT2G45760|AT3G61190
MTR_7g076000	AT2G45760|AT3G61190
MTR_3g064780	AT2G45760|AT3G61190
MTR_8g432460	AT2G45760|AT3G61190
MTR_8g032480	AT2G45770
MTR_8g032340	AT2G45770
MTR_7g076670	AT2G45790
MTR_7g076800	AT2G45810|AT3G61240|AT4G00660
MTR_7g076830	AT2G45810|AT3G61240|AT4G00660
MTR_0915s0010	AT2G45810|AT3G61240|AT4G00660
MTR_7g076820	AT2G45810|AT3G61240|AT4G00660
MTR_8g031370	AT2G45820|AT3G61260
MTR_7g076730	AT2G45820|AT3G61260
MTR_8g031470	AT2G45830|AT3G61270
MTR_8g031450	AT2G45830|AT3G61270
MTR_8g031290	AT2G45840|AT3G61280|AT3G61290
MTR_7g076890	AT2G45840|AT3G61280|AT3G61290
MTR_7g076860	AT2G45840|AT3G61280|AT3G61290
MTR_8g031100	AT2G45850|AT3G61310
MTR_8g031040	AT2G45860
MTR_8g031000	AT2G45870|AT3G61320
MTR_7g077410	AT2G45880
MTR_7g077780	AT2G45910
MTR_8g030690	AT2G45910
MTR_7g036780	AT2G45950|AT3G61415
MTR_2g100825	AT2G45950|AT3G61415
MTR_8g030670	AT2G45950|AT3G61415
MTR_2g100830	AT2G45950|AT3G61415
MTR_8g007205	AT2G45950|AT3G61415
MTR_7g077810	AT2G45950|AT3G61415
MTR_8g007185	AT2G45950|AT3G61415
MTR_8g007220	AT2G45950|AT3G61415
MTR_8g007195	AT2G45950|AT3G61415
MTR_3g061700	AT2G45950|AT3G61415
MTR_7g077860	AT2G45980|AT4G00355
MTR_2g027720	AT2G45980|AT4G00355
MTR_7g077880	AT2G45990
MTR_7g077870	AT2G45990
MTR_7g077890	AT2G46000
MTR_7g078090	AT2G46020
MTR_8g030550	AT2G46020
MTR_7g078120	AT2G46040
MTR_8g028905	AT2G46040
MTR_8g028890	AT2G46050
MTR_8g028875	AT2G46060
MTR_7g079020	AT2G46090
MTR_8g028545	AT2G46100
MTR_8g028555	AT2G46110|AT3G61530
MTR_4g037305	AT2G46110|AT3G61530
MTR_4g037315	AT2G46110|AT3G61530
MTR_8g099035	AT2G46150
MTR_8g028465	AT2G46160|AT3G61550
MTR_7g079280	AT2G46160|AT3G61550
MTR_8g028450	AT2G46170|AT3G61560|AT4G01230
MTR_7g079200	AT2G46180|AT3G61570
MTR_8g028445	AT2G46180|AT3G61570
MTR_4g068010	AT2G46200
MTR_8g056100	AT2G46210|AT3G61580
MTR_8g028425	AT2G46220
MTR_7g116710	AT2G46225
MTR_8g028410	AT2G46225
MTR_8g028265	AT2G46240
MTR_8g028190	AT2G46260|AT3G61600
MTR_7g116890	AT2G46270|AT4G01120
MTR_8g028150	AT2G46270|AT4G01120
MTR_2g087640	AT2G46280|AT2G46290
MTR_8g010340	AT2G46310|AT3G61630
MTR_7g117030	AT2G46320
MTR_8g027985	AT2G46340
MTR_8g027920	AT2G46370
MTR_8g027970	AT2G46370
MTR_1g047730	AT2G46370
MTR_8g027955	AT2G46370
MTR_8g037720	AT2G46370
MTR_8g027965	AT2G46370
MTR_7g117110	AT2G46370
MTR_0024s0020	AT2G46380|AT3G61670
MTR_7g117150	AT2G46380|AT3G61670
MTR_8g027760	AT2G46420|AT3G61700
MTR_8g033360	AT2G46480|AT3G61130
MTR_7g075840	AT2G46480|AT3G61130
MTR_4g116610	AT2G46490|AT5G35110
MTR_2g461270	AT2G46490|AT5G35110
MTR_3g078610	AT2G46505
MTR_6g051660	AT2G46520
MTR_8g027450	AT2G46520
MTR_8g027440	AT2G46530|AT3G61830
MTR_7g117700	AT2G46540
MTR_8g027425	AT2G46560
MTR_8g027375	AT2G46570
MTR_8g027365	AT2G46580
MTR_8g027295	AT2G46590|AT3G61850|AT4G00940
MTR_8g027180	AT2G46600
MTR_8g027190	AT2G46610|AT3G61860
MTR_7g117950	AT2G46620
MTR_8g027200	AT2G46620
MTR_7g117980	AT2G46630
MTR_8g027290	AT2G46630
MTR_8g027100	AT2G46640
MTR_7g117990	AT2G46650
MTR_8g027080	AT2G46650
MTR_8g024260	AT2G46670|AT2G46790
MTR_7g118260	AT2G46670|AT2G46790
MTR_8g026960	AT2G46680|AT3G61890
MTR_7g118010	AT2G46690|AT3G61900
MTR_8g026730	AT2G46690|AT3G61900
MTR_7g118020	AT2G46700
MTR_8g026680	AT2G46710
MTR_7g118160	AT2G46720|AT3G10280
MTR_7g118170	AT2G46720|AT3G10280
MTR_8g024480	AT2G46770|AT3G61910
MTR_8g024520	AT2G46780
MTR_2g036390	AT2G46800|AT3G61940
MTR_8g024240	AT2G46800|AT3G61940
MTR_8g024210	AT2G46810|AT3G61950|AT4G01460
MTR_7g118290	AT2G46820
MTR_8g024180	AT2G46820
MTR_8g024060	AT2G46850
MTR_8g023990	AT2G46870|AT3G61970
MTR_7g117455	AT2G46870|AT3G61970
MTR_8g023780	AT2G46880|AT5G63140
MTR_8g023770	AT2G46880|AT5G63140
MTR_8g023760	AT2G46890
MTR_7g117475	AT2G46890
MTR_8g023750	AT2G46900
MTR_4g005390	AT2G46910
MTR_2g101420	AT2G46915
MTR_1g085530	AT2G46920
MTR_1g085620	AT2G46930|AT3G62060
MTR_7g110900	AT2G46930|AT3G62060
MTR_1g085680	AT2G46950|AT2G46960|AT4G27710
MTR_7g110810	AT2G46970|AT3G62090
MTR_1g085710	AT2G46980
MTR_7g110790	AT2G46990|AT3G17600|AT3G62100
MTR_1g085750	AT2G46990|AT3G17600|AT3G62100
MTR_4g124300	AT2G46990|AT3G17600|AT3G62100
MTR_1g086170	AT2G47010
MTR_7g110570	AT2G47020
MTR_1g086210	AT2G47030|AT2G47040|AT3G62170
MTR_7g110490	AT2G47030|AT2G47040|AT3G62170
MTR_7g110420	AT2G47030|AT2G47040|AT3G62170
MTR_1g086190	AT2G47030|AT2G47040|AT3G62170
MTR_7g110430	AT2G47030|AT2G47040|AT3G62170
MTR_7g110510	AT2G47030|AT2G47040|AT3G62170
MTR_7g110560	AT2G47030|AT2G47040|AT3G62170
MTR_7g110440	AT2G47030|AT2G47040|AT3G62170
MTR_1g086230	AT2G47060|AT3G62220
MTR_1g086250	AT2G47070|AT3G60030
MTR_7g110320	AT2G47070|AT3G60030
MTR_7g110170	AT2G47090|AT3G62240
MTR_1g086330	AT2G47115
MTR_7g110130	AT2G47120|AT2G47130|AT2G47140|AT2G47150|AT3G29250|AT3G29260
MTR_7g110140	AT2G47120|AT2G47130|AT2G47140|AT2G47150|AT3G29250|AT3G29260
MTR_6g035395	AT2G47120|AT2G47130|AT2G47140|AT2G47150|AT3G29250|AT3G29260
MTR_2g090165	AT2G47120|AT2G47130|AT2G47140|AT2G47150|AT3G29250|AT3G29260
MTR_7g110160	AT2G47120|AT2G47130|AT2G47140|AT2G47150|AT3G29250|AT3G29260
MTR_7g110000	AT2G47160|AT3G62270
MTR_7g109960	AT2G47170|AT3G62290
MTR_1g086480	AT2G47170|AT3G62290
MTR_7g109920	AT2G47180
MTR_1g086510	AT2G47190
MTR_1g086530	AT2G47190
MTR_7g109870	AT2G47210
MTR_1g086590	AT2G47210
MTR_7g109830	AT2G47240
MTR_1g086600	AT2G47240
MTR_3g052610	AT2G47250|AT3G62310
MTR_4g485610	AT2G47250|AT3G62310
MTR_1g086640	AT2G47250|AT3G62310
MTR_7g109800	AT2G47260
MTR_1g086790	AT2G47260
MTR_1g096530	AT2G47270
MTR_4g008840	AT2G47300
MTR_7g109810	AT2G47310
MTR_1g035360	AT2G47320
MTR_1g094065	AT2G47320
MTR_7g109720	AT2G47330
MTR_1g087020	AT2G47380|AT5G61310
MTR_7g109530	AT2G47390
MTR_1g087030	AT2G47400|AT3G62410
MTR_7g109520	AT2G47400|AT3G62410
MTR_1g087120	AT2G47410
MTR_3g007750	AT2G47420
MTR_3g467370	AT2G47420
MTR_1g090850	AT2G47430
MTR_1g087140	AT2G47430
MTR_4g075710	AT2G47450
MTR_1g087520	AT2G47470
MTR_7g112040	AT2G47470
MTR_7g109290	AT2G47480|AT3G62640
MTR_1g087730	AT2G47480|AT3G62640
MTR_7g109220	AT2G47485|AT3G62650
MTR_1g087775	AT2G47485|AT3G62650
MTR_1g087840	AT2G47490
MTR_7g109135	AT2G47490
MTR_1g087880	AT2G47500
MTR_7g109130	AT2G47500
MTR_1g087900	AT2G47510|AT5G50950
MTR_7g108855	AT2G47560|AT3G62690
MTR_7g108805	AT2G47570
MTR_7g108725	AT2G47580
MTR_7g108715	AT2G47580
MTR_4g084990	AT2G47580
MTR_1g088420	AT2G47590
MTR_1g088430	AT2G47600
MTR_4g074260	AT2G47610|AT3G62870
MTR_7g027235	AT2G47610|AT3G62870
MTR_3g099000	AT2G47620
MTR_1g088470	AT2G47630|AT3G62860
MTR_7g108770	AT2G47630|AT3G62860
MTR_5g097030	AT2G47640|AT3G62840
MTR_8g105890	AT2G47640|AT3G62840
MTR_4g120030	AT2G47650|AT3G62830
MTR_1g088480	AT2G47650|AT3G62830
MTR_1g088540	AT2G47670|AT3G62820
MTR_7g108790	AT2G47670|AT3G62820
MTR_1g088590	AT2G47680
MTR_8g058620	AT2G47710
MTR_7g108830	AT2G47710
MTR_1g088640	AT2G47710
MTR_1g088765	AT2G47750
MTR_3g023280	AT2G47750
MTR_7g108620	AT2G47760
MTR_7g108650	AT2G47770
MTR_8g058590	AT2G47790
MTR_7g108870	AT2G47790
MTR_8g058557	AT2G47790
MTR_1g088680	AT2G47800|AT3G62700
MTR_7g108470	AT2G47820
MTR_1g088870	AT2G47830
MTR_7g080300	AT2G47840
MTR_1g088875	AT2G47850
MTR_7g108220	AT2G47870|AT3G62950
MTR_1g088910	AT2G47870|AT3G62950
MTR_7g108210	AT2G47870|AT3G62950
MTR_7g108150	AT2G47890
MTR_4g116350	AT2G47910
MTR_1g088980	AT2G47940
MTR_4g088960	AT2G47960
MTR_7g107480	AT2G47970|AT3G63000
MTR_5g092930	AT2G47980
MTR_3g050420	AT2G47980
MTR_1g048130	AT2G47980
MTR_1g047970	AT2G47980
MTR_7g107440	AT2G47980
MTR_1g089260	AT2G47990
MTR_1g089600	AT2G48010
MTR_7g094100	AT2G48010
MTR_7g094110	AT2G48020
MTR_7g094450	AT2G48020
MTR_1g089630	AT2G48030
MTR_1g089760	AT2G48060
MTR_7g094220	AT2G48070
MTR_1g089865	AT2G48080|AT4G02940
MTR_7g094250	AT2G48080|AT4G02940
MTR_2g100280	AT2G48100
MTR_2g105810	AT2G48110
MTR_7g094550	AT2G48110
MTR_7g056330	AT2G48110
MTR_1g072640	AT2G48120
MTR_1g071720	AT2G48140
MTR_7g095250	AT2G48140
MTR_7g094600	AT2G48150|AT3G63080
MTR_1g072570	AT2G48150|AT3G63080
MTR_1g072580	AT2G48160|AT3G63070
MTR_7g094580	AT2G48160|AT3G63070
MTR_6g015010	AT3G01015|AT5G15510
MTR_7g013070	AT3G01015|AT5G15510
MTR_3g077720	AT3G01020|AT4G04080|AT4G22220
MTR_3g077730	AT3G01020|AT4G04080|AT4G22220
MTR_7g012370	AT3G01040|AT5G15470
MTR_6g013840	AT3G01040|AT5G15470
MTR_6g013820	AT3G01050|AT5G15460
MTR_7g012560	AT3G01050|AT5G15460
MTR_6g013750	AT3G01060
MTR_6g013200	AT3G01070|AT4G12880|AT5G15350
MTR_6g013420	AT3G01070|AT4G12880|AT5G15350
MTR_6g013030	AT3G01085|AT5G39420
MTR_7g011800	AT3G01085|AT5G39420
MTR_6g048250	AT3G01090
MTR_3g099920	AT3G01090
MTR_6g012990	AT3G01090
MTR_6g012870	AT3G01100
MTR_7g011610	AT3G01100
MTR_7g011230	AT3G01120
MTR_4g072130	AT3G01130|AT5G15320
MTR_6g012590	AT3G01150
MTR_7g011070	AT3G01150
MTR_3g107330	AT3G01160
MTR_4g073330	AT3G01160
MTR_4g096820	AT3G01160
MTR_3g107350	AT3G01160
MTR_6g012390	AT3G01170|AT5G15260
MTR_7g010930	AT3G01170|AT5G15260
MTR_6g012380	AT3G01180
MTR_1g105545	AT3G01200|AT4G21210
MTR_7g010100	AT3G01210
MTR_6g011610	AT3G01220|AT5G15150
MTR_7g010020	AT3G01220|AT5G15150
MTR_7g009930	AT3G01260|AT5G15140
MTR_6g011560	AT3G01260|AT5G15140
MTR_6g011550	AT3G01260|AT5G15140
MTR_7g009330	AT3G01280|AT5G15090
MTR_6g011390	AT3G01280|AT5G15090
MTR_6g011330	AT3G01300|AT3G28690|AT5G15080
MTR_7g009320	AT3G01300|AT3G28690|AT5G15080
MTR_7g009060	AT3G01310|AT5G15070
MTR_6g011290	AT3G01310|AT5G15070
MTR_6g011240	AT3G01311|AT3G28630
MTR_2g011370	AT3G01311|AT3G28630
MTR_6g008970	AT3G01320|AT5G15020|AT5G15030|AT5G15040
MTR_6g008995	AT3G01320|AT5G15020|AT5G15030|AT5G15040
MTR_6g008690	AT3G01350|AT5G14940
MTR_7g034135	AT3G01360
MTR_6g008410	AT3G01370
MTR_7g038700	AT3G01380
MTR_7g030060	AT3G01380
MTR_3g103050	AT3G01400|AT5G58680
MTR_1g018180	AT3G01400|AT5G58680
MTR_6g007767	AT3G01420
MTR_6g007770	AT3G01420
MTR_6g007763	AT3G01420
MTR_6g007727	AT3G01430
MTR_8g106470	AT3G01435
MTR_1g023330	AT3G01435
MTR_2g082580	AT3G01440
MTR_6g007663	AT3G01450|AT3G18530|AT5G14790
MTR_6g007650	AT3G01460
MTR_6g007647	AT3G01470
MTR_6g007607	AT3G01480
MTR_6g007603	AT3G01490
MTR_6g006990	AT3G01500|AT5G14740
MTR_7g034465	AT3G01510
MTR_6g406210	AT3G01516|AT5G14690
MTR_6g005550	AT3G01540|AT5G14610
MTR_6g005480	AT3G01550
MTR_6g004930	AT3G01560|AT5G14540
MTR_6g004940	AT3G01560|AT5G14540
MTR_7g033775	AT3G01570|AT3G27660|AT5G40420
MTR_6g005040	AT3G01570|AT3G27660|AT5G40420
MTR_8g031210	AT3G01580
MTR_4g015760	AT3G01580
MTR_6g004520	AT3G01590|AT5G14500
MTR_7g033320	AT3G01600|AT5G14490
MTR_3g023900	AT3G01610
MTR_2g007010	AT3G01610
MTR_3g023890	AT3G01610
MTR_7g033325	AT3G01620|AT3G27540|AT5G14480
MTR_6g004430	AT3G01640|AT5G14470
MTR_7g081160	AT3G01650|AT5G14420
MTR_7g033100	AT3G01650|AT5G14420
MTR_6g021730	AT3G01650|AT5G14420
MTR_7g032900	AT3G01660
MTR_1g075095	AT3G01680
MTR_1g075153	AT3G01680
MTR_1g075030	AT3G01680
MTR_7g032660	AT3G01680
MTR_1g040360	AT3G01680
MTR_1g075170	AT3G01680
MTR_1g074950	AT3G01680
MTR_1g075230	AT3G01680
MTR_1g075180	AT3G01680
MTR_1g074990	AT3G01680
MTR_6g022230	AT3G01710
MTR_0044s0180	AT3G01720
MTR_6g022320	AT3G01720
MTR_6g078300	AT3G01740|AT5G14290
MTR_4g073700	AT3G01740|AT5G14290
MTR_6g022830	AT3G01750
MTR_6g023070	AT3G01750
MTR_0018s0090	AT3G01770|AT5G14270
MTR_7g031450	AT3G01780
MTR_3g082760	AT3G01790
MTR_8g040070	AT3G01800
MTR_6g023460	AT3G01830
MTR_7g029650	AT3G01840
MTR_6g023835	AT3G01890|AT5G14170
MTR_7g029275	AT3G01900
MTR_6g023975	AT3G01910
MTR_7g033410	AT3G01910
MTR_7g034590	AT3G01920
MTR_7g029015	AT3G01930|AT5G14120
MTR_7g028415	AT3G01970|AT5G13080
MTR_7g028710	AT3G01970|AT5G13080
MTR_8g096730	AT3G01970|AT5G13080
MTR_1g007800	AT3G01980
MTR_7g028050	AT3G01990
MTR_7g022550	AT3G02000|AT5G14070
MTR_7g022710	AT3G02000|AT5G14070
MTR_7g022690	AT3G02000|AT5G14070
MTR_7g026770	AT3G02000|AT5G14070
MTR_6g033260	AT3G02020|AT5G14060
MTR_7g083920	AT3G02020|AT5G14060
MTR_7g083180	AT3G02030|AT3G26820|AT3G26840|AT5G41120|AT5G41130
MTR_7g083200	AT3G02030|AT3G26820|AT3G26840|AT5G41120|AT5G41130
MTR_7g083130	AT3G02030|AT3G26820|AT3G26840|AT5G41120|AT5G41130
MTR_7g083410	AT3G02040
MTR_6g033165	AT3G02050
MTR_7g084560	AT3G02060
MTR_6g033070	AT3G02065
MTR_6g033065	AT3G02070
MTR_8g040740	AT3G02080|AT5G15520|AT5G61170
MTR_3g013635	AT3G02080|AT5G15520|AT5G61170
MTR_7g053330	AT3G02090
MTR_7g013180	AT3G02100
MTR_7g013260	AT3G02100
MTR_7g013200	AT3G02100
MTR_7g013220	AT3G02100
MTR_7g013240	AT3G02100
MTR_7g013790	AT3G02110
MTR_6g015260	AT3G02120
MTR_6g015280	AT3G02120
MTR_6g015190	AT3G02130
MTR_6g015265	AT3G02130
MTR_6g015350	AT3G02150
MTR_7g015010	AT3G02150
MTR_7g015100	AT3G02160|AT5G15570
MTR_7g015120	AT3G02170|AT5G15580
MTR_6g015370	AT3G02170|AT5G15580
MTR_7g091480	AT3G02200|AT5G15610
MTR_6g015395	AT3G02200|AT5G15610
MTR_7g015950	AT3G02210|AT3G29810
MTR_2g104890	AT3G02210|AT3G29810
MTR_6g015865	AT3G02210|AT3G29810
MTR_6g015875	AT3G02210|AT3G29810
MTR_6g015855	AT3G02220
MTR_6g016015	AT3G02250|AT5G15740
MTR_7g017100	AT3G02260
MTR_7g101180	AT3G02280|AT3G24710
MTR_7g406970	AT3G02280|AT3G24710
MTR_1g102950	AT3G02280|AT3G24710
MTR_7g016840	AT3G02290|AT5G15790|AT5G38895
MTR_6g015980	AT3G02290|AT5G15790|AT5G38895
MTR_7g016640	AT3G02300
MTR_7g016600	AT3G02310|AT5G15800
MTR_6g015975	AT3G02310|AT5G15800
MTR_6g015885	AT3G02320|AT5G15810
MTR_7g417770	AT3G02330
MTR_7g017700	AT3G02330
MTR_6g016350	AT3G02340|AT5G15820
MTR_6g016380	AT3G02350
MTR_6g016385	AT3G02360
MTR_8g090105	AT3G02370|AT3G57360
MTR_7g018170	AT3G02380|AT5G15840|AT5G15850
MTR_3g092440	AT3G02400|AT4G14490
MTR_4g088240	AT3G02400|AT4G14490
MTR_8g069140	AT3G02400|AT4G14490
MTR_4g088235	AT3G02400|AT4G14490
MTR_6g016980	AT3G02410|AT5G15860
MTR_6g016780	AT3G02420
MTR_6g016600	AT3G02450
MTR_6g016590	AT3G02460|AT5G15930
MTR_0076s0020	AT3G02470|AT3G25570|AT5G15950
MTR_8g069905	AT3G02470|AT3G25570|AT5G15950
MTR_7g018280	AT3G02480|AT5G38760|AT5G53820
MTR_6g016540	AT3G02480|AT5G38760|AT5G53820
MTR_6g016530	AT3G02480|AT5G38760|AT5G53820
MTR_6g016515	AT3G02480|AT5G38760|AT5G53820
MTR_6g016500	AT3G02480|AT5G38760|AT5G53820
MTR_6g016535	AT3G02480|AT5G38760|AT5G53820
MTR_6g016510	AT3G02480|AT5G38760|AT5G53820
MTR_6g016570	AT3G02480|AT5G38760|AT5G53820
MTR_6g016575	AT3G02480|AT5G38760|AT5G53820
MTR_2g059260	AT3G02480|AT5G38760|AT5G53820
MTR_6g016550	AT3G02480|AT5G38760|AT5G53820
MTR_6g016560	AT3G02480|AT5G38760|AT5G53820
MTR_7g018240	AT3G02490|AT5G15980
MTR_7g018270	AT3G02490|AT5G15980
MTR_7g018370	AT3G02500|AT5G16030
MTR_6g017240	AT3G02500|AT5G16030
MTR_0024s0070	AT3G02510|AT5G16040
MTR_7g406870	AT3G02530|AT5G16070
MTR_1g111090	AT3G02540|AT5G16090|AT5G38470
MTR_7g407040	AT3G02540|AT5G16090|AT5G38470
MTR_6g018430	AT3G02555|AT5G16110
MTR_4g087400	AT3G02555|AT5G16110
MTR_1g051170	AT3G02555|AT5G16110
MTR_6g018820	AT3G02580|AT3G02590
MTR_6g018900	AT3G02580|AT3G02590
MTR_6g018860	AT3G02580|AT3G02590
MTR_5g005730	AT3G02600
MTR_7g082670	AT3G02600
MTR_7g080550	AT3G02640|AT5G16250
MTR_4g009620	AT3G02645
MTR_4g009590	AT3G02645
MTR_7g017620	AT3G02645
MTR_4g009340	AT3G02645
MTR_3g081310	AT3G02650
MTR_8g080260	AT3G02650
MTR_5g088900	AT3G02650
MTR_8g105450	AT3G02650
MTR_1g102600	AT3G02650
MTR_1g102610	AT3G02650
MTR_8g105355	AT3G02650
MTR_5g092030	AT3G02650
MTR_3g108743	AT3G02650
MTR_3g466250	AT3G02660
MTR_4g121070	AT3G02660
MTR_5g076180	AT3G02680
MTR_3g063240	AT3G02690
MTR_3g063250	AT3G02690
MTR_3g064020	AT3G02700|AT5G16330|AT5G16360
MTR_3g063990	AT3G02700|AT5G16330|AT5G16360
MTR_5g076250	AT3G02700|AT5G16330|AT5G16360
MTR_3g064180	AT3G02710
MTR_8g023320	AT3G02710
MTR_3g064140	AT3G02720
MTR_7g080250	AT3G02730|AT5G16400
MTR_7g080170	AT3G02750
MTR_1g057880	AT3G02760
MTR_1g057860	AT3G02760
MTR_1g022010	AT3G02760
MTR_4g129940	AT3G02760
MTR_5g091860	AT3G02760
MTR_7g080040	AT3G02770|AT5G16450
MTR_7g080060	AT3G02780|AT5G16440
MTR_7g079990	AT3G02790|AT5G16470
MTR_7g079970	AT3G02800|AT5G16480
MTR_1g079430	AT3G02810|AT5G16500
MTR_7g116660	AT3G02810|AT5G16500
MTR_7g079840	AT3G02830|AT5G16540
MTR_5g077770	AT3G02850|AT5G37500
MTR_5g077800	AT3G02860
MTR_2g026060	AT3G02870
MTR_5g078080	AT3G02880|AT5G16590
MTR_5g007180	AT3G02890|AT5G16680
MTR_0001s0570	AT3G02890|AT5G16680
MTR_5g007210	AT3G02900|AT5G16660
MTR_4g127950	AT3G02920
MTR_5g007370	AT3G02940|AT5G16770
MTR_4g478180	AT3G02940|AT5G16770
MTR_2g015520	AT3G02950|AT5G16790
MTR_3g435930	AT3G02960
MTR_5g007400	AT3G02980|AT5G16800
MTR_4g077970	AT3G02990|AT5G16820
MTR_4g075280	AT3G03010|AT5G16870
MTR_7g116230	AT3G03050|AT5G16910
MTR_4g077910	AT3G03050|AT5G16910
MTR_6g005760	AT3G03060|AT5G16930
MTR_4g077880	AT3G03060|AT5G16930
MTR_4g077807	AT3G03070
MTR_4g077740	AT3G03090|AT5G17010
MTR_8g009960	AT3G03100
MTR_5g007790	AT3G03110|AT5G17020
MTR_4g077660	AT3G03110|AT5G17020
MTR_8g013700	AT3G03110|AT5G17020
MTR_5g007820	AT3G03120|AT5G17060
MTR_5g007840	AT3G03120|AT5G17060
MTR_4g077640	AT3G03120|AT5G17060
MTR_5g007810	AT3G03120|AT5G17060
MTR_4g077590	AT3G03130|AT5G17160
MTR_4g077550	AT3G03140
MTR_5g007980	AT3G03140
MTR_5g008210	AT3G03150|AT5G17165
MTR_8g104980	AT3G03160|AT5G17190
MTR_3g064700	AT3G03190|AT5G17220
MTR_5g076930	AT3G03210
MTR_5g076940	AT3G03210
MTR_5g076950	AT3G03220
MTR_2g086290	AT3G03230|AT3G03240|AT5G22460
MTR_3g064480	AT3G03250|AT5G17310
MTR_5g099590	AT3G03250|AT5G17310
MTR_5g077000	AT3G03250|AT5G17310
MTR_3g064490	AT3G03250|AT5G17310
MTR_5g077130	AT3G03270
MTR_1g108640	AT3G03280|AT5G17350
MTR_2g105800	AT3G03280|AT5G17350
MTR_4g109880	AT3G03290|AT5G17390
MTR_8g069975	AT3G03300
MTR_2g030490	AT3G03300
MTR_1g060740	AT3G03300
MTR_7g080490	AT3G03305
MTR_7g080450	AT3G03310
MTR_7g080410	AT3G03330|AT3G03350
MTR_7g080320	AT3G03340|AT5G17440
MTR_3g067715	AT3G03341
MTR_3g067720	AT3G03341
MTR_3g067690	AT3G03380
MTR_3g067695	AT3G03380
MTR_8g021030	AT3G03420
MTR_4g052810	AT3G03420
MTR_4g052800	AT3G03420
MTR_8g021060	AT3G03420
MTR_5g079470	AT3G03430|AT5G17480
MTR_3g067685	AT3G03440
MTR_5g079550	AT3G03440
MTR_0004s0240	AT3G03460|AT5G17510
MTR_5g034900	AT3G03470
MTR_2g010320	AT3G03470
MTR_8g063260	AT3G03470
MTR_2g010290	AT3G03470
MTR_8g063280	AT3G03470
MTR_8g098565	AT3G03470
MTR_2g010300	AT3G03470
MTR_2g010250	AT3G03470
MTR_2g010330	AT3G03470
MTR_2g010280	AT3G03470
MTR_2g010380	AT3G03470
MTR_7g114560	AT3G03480|AT5G17540
MTR_7g114510	AT3G03480|AT5G17540
MTR_0502s0010	AT3G03480|AT5G17540
MTR_7g114490	AT3G03480|AT5G17540
MTR_7g114420	AT3G03480|AT5G17540
MTR_7g114550	AT3G03480|AT5G17540
MTR_1g081660	AT3G03480|AT5G17540
MTR_7g114500	AT3G03480|AT5G17540
MTR_7g114520	AT3G03480|AT5G17540
MTR_3g051790	AT3G03480|AT5G17540
MTR_5g076700	AT3G03480|AT5G17540
MTR_7g114470	AT3G03480|AT5G17540
MTR_4g100930	AT3G03490|AT5G17550
MTR_6g033025	AT3G03500|AT5G17570
MTR_8g010690	AT3G03520
MTR_8g010590	AT3G03520
MTR_8g020860	AT3G03530|AT3G03540
MTR_8g066780	AT3G03550|AT5G17600
MTR_5g030010	AT3G03550|AT5G17600
MTR_8g010360	AT3G03560
MTR_8g009950	AT3G03570
MTR_3g118200	AT3G03600
MTR_7g087440	AT3G03610
MTR_7g087110	AT3G03630
MTR_6g027390	AT3G03660|AT5G17810
MTR_7g086940	AT3G03660|AT5G17810
MTR_6g027540	AT3G03680
MTR_7g086720	AT3G03690
MTR_6g027550	AT3G03690
MTR_6g027560	AT3G03700|AT3G04440|AT5G17830
MTR_7g086710	AT3G03700|AT3G04440|AT5G17830
